codigo;nome;uf;estado
3768;SANDOVALINA;SP;SÃO PAULO
4528;SANGAO;SC;SANTA CATARINA
1600;SANHARO;PE;PERNAMBUCO
3769;SANTA ADELIA;SP;SÃO PAULO
3770;SANTA ALBERTINA;SP;SÃO PAULO
4221;SANTA AMELIA;PR;PARANÁ
2156;SANTA BARBARA;BA;BAHIA
2900;SANTA BARBARA;MG;MINAS GERAIS
3771;SANTA BARBARA D'OESTE;SP;SÃO PAULO
5461;SANTA BARBARA DE GOIAS;GO;GOIÁS
2901;SANTA BARBARA DO LESTE;MG;MINAS GERAIS
2902;SANTA BARBARA DO MONTE VE;MG;MINAS GERAIS
257;SANTA BARBARA DO PARA;PA;PARA
4931;SANTA BARBARA DO SUL;RS;RIO GRANDE DO SUL
2903;SANTA BARBARA DO TUGURIO;MG;MINAS GERAIS
3772;SANTA BRANCA;SP;SÃO PAULO
2157;SANTA BRIGIDA;BA;BAHIA
5236;SANTA CARMEM;MT;MATO GROSSO
4529;SANTA CECILIA;SC;SANTA CATARINA
1404;SANTA CECILIA DE UMBUZEIR;PB;PARAIBA
4222;SANTA CECILIA DO PAVAO;PR;PARANÁ
3773;SANTA CLARA D'OESTE;SP;SÃO PAULO
4932;SANTA CLARA DO SUL;RS;RIO GRANDE DO SUL
1193;SANTA CRUZ;RN;RIO GRANDE DO NORTE
1601;SANTA CRUZ;PE;PERNAMBUCO
1405;SANTA CRUZ;PB;PARAIBA
2158;SANTA CRUZ CABRALIA;BA;BAHIA
1602;SANTA CRUZ DA BAIXA VERDE;PE;PERNAMBUCO
3774;SANTA CRUZ DA CONCEICAO;SP;SÃO PAULO
3775;SANTA CRUZ DA ESPERANCA;SP;SÃO PAULO
2159;SANTA CRUZ DA VITORIA;BA;BAHIA
3776;SANTA CRUZ DAS PALMEIRAS;SP;SÃO PAULO
5462;SANTA CRUZ DE GOIAS;GO;GOIÁS
2904;SANTA CRUZ DE MINAS;MG;MINAS GERAIS
4223;SANTA CRUZ DE MONTE CASTE;PR;PARANÁ
2905;SANTA CRUZ DE SALINAS;MG;MINAS GERAIS
258;SANTA CRUZ DO ARARI;PA;PARA
1603;SANTA CRUZ DO CAPIBARIBE;PE;PERNAMBUCO
2906;SANTA CRUZ DO ESCALVADO;MG;MINAS GERAIS
838;SANTA CRUZ DO PIAUI;PI;PIAUI
3777;SANTA CRUZ DO RIO PARDO;SP;SÃO PAULO
4933;SANTA CRUZ DO SUL;RS;RIO GRANDE DO SUL
839;SANTA CRUZ DOS MILAGRES;PI;PIAUI
2907;SANTA EFIGENIA DE MINAS;MG;MINAS GERAIS
3778;SANTA ERNESTINA;SP;SÃO PAULO
4224;SANTA FE;PR;PARANÁ
5463;SANTA FE DE GOIAS;GO;GOIÁS
2908;SANTA FE DE MINAS;MG;MINAS GERAIS
425;SANTA FE DO ARAGUAIA;TO;TOCANTIS
3779;SANTA FE DO SUL;SP;SÃO PAULO
840;SANTA FILOMENA;PI;PIAUI
1604;SANTA FILOMENA;PE;PERNAMBUCO
610;SANTA FILOMENA DO MARANHA;MA;MARANHÃO
3780;SANTA GERTRUDES;SP;SÃO PAULO
4225;SANTA HELENA;PR;PARANÁ
4530;SANTA HELENA;SC;SANTA CATARINA
611;SANTA HELENA;MA;MARANHÃO
1406;SANTA HELENA;PB;PARAIBA
5464;SANTA HELENA DE GOIAS;GO;GOIÁS
2909;SANTA HELENA DE MINAS;MG;MINAS GERAIS
1407;SANTA INES;PB;PARAIBA
2160;SANTA INES;BA;BAHIA
4226;SANTA INES;PR;PARANÁ
612;SANTA INES;MA;MARANHÃO
3781;SANTA ISABEL;SP;SÃO PAULO
5465;SANTA ISABEL;GO;GOIÁS
4227;SANTA ISABEL DO IVAI;PR;PARANÁ
259;SANTA ISABEL DO PARA;PA;PARA
124;SANTA ISABEL DO RIO NEGRO;AM;AMAZONAS
4228;SANTA IZABEL DO OESTE;PR;PARANÁ
2910;SANTA JULIANA;MG;MINAS GERAIS
3150;SANTA LEOPOLDINA;ES;ESPÍRITO SANTO
3782;SANTA LUCIA;SP;SÃO PAULO
4229;SANTA LUCIA;PR;PARANÁ
841;SANTA LUZ;PI;PIAUI
2911;SANTA LUZIA;MG;MINAS GERAIS
1408;SANTA LUZIA;PB;PARAIBA
2162;SANTA LUZIA;BA;BAHIA
613;SANTA LUZIA;MA;MARANHÃO
21;SANTA LUZIA D'OESTE;RO;RONDÔNIA
1808;SANTA LUZIA DO ITANHY;SE;SERGIPE
1729;SANTA LUZIA DO NORTE;AL;ALAGOAS
260;SANTA LUZIA DO PARA;PA;PARA
614;SANTA LUZIA DO PARUA;MA;MARANHÃO
2912;SANTA MARGARIDA;MG;MINAS GERAIS
1172;SANTA MARIA;RN;RIO GRANDE DO NORTE
4934;SANTA MARIA;RS;RIO GRANDE DO SUL
1605;SANTA MARIA DA BOA VISTA;PE;PERNAMBUCO
3783;SANTA MARIA DA SERRA;SP;SÃO PAULO
2163;SANTA MARIA DA VITORIA;BA;BAHIA
261;SANTA MARIA DAS BARREIRAS;PA;PARA
2913;SANTA MARIA DE ITABIRA;MG;MINAS GERAIS
3151;SANTA MARIA DE JETIBA;ES;ESPÍRITO SANTO
1606;SANTA MARIA DO CAMBUCA;PE;PERNAMBUCO
4935;SANTA MARIA DO HERVAL;RS;RIO GRANDE DO SUL
4230;SANTA MARIA DO OESTE;PR;PARANÁ
262;SANTA MARIA DO PARA;PA;PARA
2914;SANTA MARIA DO SALTO;MG;MINAS GERAIS
2915;SANTA MARIA DO SUACUI;MG;MINAS GERAIS
426;SANTA MARIA DO TOCANTINS;TO;TOCANTIS
3234;SANTA MARIA MADALENA;RJ;RIO DE JANEIRO
4231;SANTA MARIANA;PR;PARANÁ
3784;SANTA MERCEDES;SP;SÃO PAULO
4232;SANTA MONICA;PR;PARANÁ
1047;SANTA QUITERIA;CE;CEARA
615;SANTA QUITERIA DO MARANHA;MA;MARANHÃO
616;SANTA RITA;MA;MARANHÃO
1412;SANTA RITA;PB;PARAIBA
3787;SANTA RITA D'OESTE;SP;SÃO PAULO
2926;SANTA RITA DE CALDAS;MG;MINAS GERAIS
2166;SANTA RITA DE CASSIA;BA;BAHIA
2929;SANTA RITA DE IBITIPOCA;MG;MINAS GERAIS
2927;SANTA RITA DE JACUTINGA;MG;MINAS GERAIS
2928;SANTA RITA DE MINAS;MG;MINAS GERAIS
5466;SANTA RITA DO ARAGUAIA;GO;GOIÁS
2930;SANTA RITA DO ITUETO;MG;MINAS GERAIS
5467;SANTA RITA DO NOVO DESTIN;GO;GOIÁS
5128;SANTA RITA DO PARDO;MS;MATO GROSSO DO SUL
3788;SANTA RITA DO PASSA QUATR;SP;SÃO PAULO
2931;SANTA RITA DO SAPUCAI;MG;MINAS GERAIS
427;SANTA RITA DO TOCANTINS;TO;TOCANTIS
4938;SANTA ROSA;RS;RIO GRANDE DO SUL
2932;SANTA ROSA DA SERRA;MG;MINAS GERAIS
5468;SANTA ROSA DE GOIAS;GO;GOIÁS
4531;SANTA ROSA DE LIMA;SC;SANTA CATARINA
1810;SANTA ROSA DE LIMA;SE;SERGIPE
3789;SANTA ROSA DE VITERBO;SP;SÃO PAULO
843;SANTA ROSA DO PIAUI;PI;PIAUI
69;SANTA ROSA DO PURUS;AC;ACRE
4532;SANTA ROSA DO SUL;SC;SANTA CATARINA
428;SANTA ROSA DO TOCANTINS;TO;TOCANTIS
3790;SANTA SALETE;SP;SÃO PAULO
3152;SANTA TERESA;ES;ESPÍRITO SANTO
2167;SANTA TERESINHA;BA;BAHIA
1413;SANTA TERESINHA;PB;PARAIBA
4939;SANTA TEREZA;RS;RIO GRANDE DO SUL
5469;SANTA TEREZA DE GOIAS;GO;GOIÁS
4234;SANTA TEREZA DO OESTE;PR;PARANÁ
429;SANTA TEREZA DO TOCANTINS;TO;TOCANTIS
1607;SANTA TEREZINHA;PE;PERNAMBUCO
5245;SANTA TEREZINHA;MT;MATO GROSSO
4533;SANTA TEREZINHA;SC;SANTA CATARINA
5470;SANTA TEREZINHA DE GOIAS;GO;GOIÁS
4235;SANTA TEREZINHA DE ITAIPU;PR;PARANÁ
4534;SANTA TEREZINHA DO PROGRE;SC;SANTA CATARINA
430;SANTA TEREZINHA DO TOCANT;TO;TOCANTIS
2933;SANTA VITORIA;MG;MINAS GERAIS
4940;SANTA VITORIA DO PALMAR;RS;RIO GRANDE DO SUL
2161;SANTALUZ;BA;BAHIA
308;SANTANA;AP;AMAPÁ
2164;SANTANA;BA;BAHIA
4936;SANTANA DA BOA VISTA;RS;RIO GRANDE DO SUL
3785;SANTANA DA PONTE PENSA;SP;SÃO PAULO
2916;SANTANA DA VARGEM;MG;MINAS GERAIS
2917;SANTANA DE CATAGUASES;MG;MINAS GERAIS
1409;SANTANA DE MANGUEIRA;PB;PARAIBA
3786;SANTANA DE PARNAIBA;SP;SÃO PAULO
2918;SANTANA DE PIRAPAMA;MG;MINAS GERAIS
1045;SANTANA DO ACARAU;CE;CEARA
263;SANTANA DO ARAGUAIA;PA;PARA
1046;SANTANA DO CARIRI;CE;CEARA
2919;SANTANA DO DESERTO;MG;MINAS GERAIS
2920;SANTANA DO GARAMBEU;MG;MINAS GERAIS
1730;SANTANA DO IPANEMA;AL;ALAGOAS
4233;SANTANA DO ITARARE;PR;PARANÁ
2921;SANTANA DO JACARE;MG;MINAS GERAIS
4937;SANTANA DO LIVRAMENTO;RS;RIO GRANDE DO SUL
2922;SANTANA DO MANHUACU;MG;MINAS GERAIS
617;SANTANA DO MARANHAO;MA;MARANHÃO
1194;SANTANA DO MATOS;RN;RIO GRANDE DO NORTE
1731;SANTANA DO MUNDAU;AL;ALAGOAS
2923;SANTANA DO PARAISO;MG;MINAS GERAIS
842;SANTANA DO PIAUI;PI;PIAUI
2924;SANTANA DO RIACHO;MG;MINAS GERAIS
1809;SANTANA DO SAO FRANCISCO;SE;SERGIPE
1195;SANTANA DO SERIDO;RN;RIO GRANDE DO NORTE
1410;SANTANA DOS GARROTES;PB;PARAIBA
2925;SANTANA DOS MONTES;MG;MINAS GERAIS
2165;SANTANOPOLIS;BA;BAHIA
264;SANTAREM;PA;PARA
1411;SANTAREM;PB;PARAIBA
265;SANTAREM NOVO;PA;PARA
4941;SANTIAGO;RS;RIO GRANDE DO SUL
4535;SANTIAGO DO SUL;SC;SANTA CATARINA
5237;SANTO AFONSO;MT;MATO GROSSO
2168;SANTO AMARO;BA;BAHIA
4536;SANTO AMARO DA IMPERATRIZ;SC;SANTA CATARINA
1811;SANTO AMARO DAS BROTAS;SE;SERGIPE
618;SANTO AMARO DO MARANHAO;MA;MARANHÃO
3791;SANTO ANASTACIO;SP;SÃO PAULO
3792;SANTO ANDRE;SP;SÃO PAULO
1414;SANTO ANDRE;PB;PARAIBA
4942;SANTO ANGELO;RS;RIO GRANDE DO SUL
1196;SANTO ANTONIO;RN;RIO GRANDE DO NORTE
3793;SANTO ANTONIO DA ALEGRIA;SP;SÃO PAULO
5471;SANTO ANTONIO DA BARRA;GO;GOIÁS
4944;SANTO ANTONIO DA PATRULHA;RS;RIO GRANDE DO SUL
4236;SANTO ANTONIO DA PLATINA;PR;PARANÁ
4945;SANTO ANTONIO DAS MISSOES;RS;RIO GRANDE DO SUL
5472;SANTO ANTONIO DE GOIAS;GO;GOIÁS
2169;SANTO ANTONIO DE JESUS;BA;BAHIA
844;SANTO ANTONIO DE LISBOA;PI;PIAUI
3235;SANTO ANTONIO DE PADUA;RJ;RIO DE JANEIRO
3794;SANTO ANTONIO DE POSSE;SP;SÃO PAULO
2934;SANTO ANTONIO DO AMPARO;MG;MINAS GERAIS
3795;SANTO ANTONIO DO ARACANGU;SP;SÃO PAULO
2935;SANTO ANTONIO DO AVENTURE;MG;MINAS GERAIS
4237;SANTO ANTONIO DO CAIUA;PR;PARANÁ
5473;SANTO ANTONIO DO DESCOBER;GO;GOIÁS
2936;SANTO ANTONIO DO GRAMA;MG;MINAS GERAIS
125;SANTO ANTONIO DO ICA;AM;AMAZONAS
2937;SANTO ANTONIO DO ITAMBE;MG;MINAS GERAIS
2938;SANTO ANTONIO DO JACINTO;MG;MINAS GERAIS
3796;SANTO ANTONIO DO JARDIM;SP;SÃO PAULO
5246;SANTO ANTONIO DO LEVERGER;MT;MATO GROSSO
2939;SANTO ANTONIO DO MONTE;MG;MINAS GERAIS
4943;SANTO ANTONIO DO PALMA;RS;RIO GRANDE DO SUL
4238;SANTO ANTONIO DO PARAISO;PR;PARANÁ
3797;SANTO ANTONIO DO PINHAL;SP;SÃO PAULO
4946;SANTO ANTONIO DO PLANALTO;RS;RIO GRANDE DO SUL
2940;SANTO ANTONIO DO RETIRO;MG;MINAS GERAIS
2941;SANTO ANTONIO DO RIO ABAI;MG;MINAS GERAIS
4239;SANTO ANTONIO DO SUDOESTE;PR;PARANÁ
266;SANTO ANTONIO DO TAUA;PA;PARA
619;SANTO ANTONIO DOS LOPES;MA;MARANHÃO
845;SANTO ANTONIO DOS MILAGRE;PI;PIAUI
4947;SANTO AUGUSTO;RS;RIO GRANDE DO SUL
4948;SANTO CRISTO;RS;RIO GRANDE DO SUL
2170;SANTO ESTEVAO;BA;BAHIA
3798;SANTO EXPEDITO;SP;SÃO PAULO
4949;SANTO EXPEDITO DO SUL;RS;RIO GRANDE DO SUL
2942;SANTO HIPOLITO;MG;MINAS GERAIS
4240;SANTO INACIO;PR;PARANÁ
846;SANTO INACIO DO PIAUI;PI;PIAUI
3799;SANTOPOLIS DO AGUAPEI;SP;SÃO PAULO
3800;SANTOS;SP;SÃO PAULO
2943;SANTOS DUMONT;MG;MINAS GERAIS
1048;SAO BENEDITO;CE;CEARA
620;SAO BENEDITO DO RIO PRETO;MA;MARANHÃO
1608;SAO BENEDITO DO SUL;PE;PERNAMBUCO
1415;SAO BENTO;PB;PARAIBA
621;SAO BENTO;MA;MARANHÃO
2944;SAO BENTO ABADE;MG;MINAS GERAIS
1416;SAO BENTO DE POMBAL;PB;PARAIBA
1197;SAO BENTO DO NORTE;RN;RIO GRANDE DO NORTE
3801;SAO BENTO DO SAPUCAI;SP;SÃO PAULO
4538;SAO BENTO DO SUL;SC;SANTA CATARINA
431;SAO BENTO DO TOCANTINS;TO;TOCANTIS
1198;SAO BENTO DO TRAIRI;RN;RIO GRANDE DO NORTE
1609;SAO BENTO DO UNA;PE;PERNAMBUCO
4537;SAO BERNARDINO;SC;SANTA CATARINA
622;SAO BERNARDO;MA;MARANHÃO
3802;SAO BERNARDO DO CAMPO;SP;SÃO PAULO
4539;SAO BONIFACIO;SC;SANTA CATARINA
4950;SAO BORJA;RS;RIO GRANDE DO SUL
1732;SAO BRAS;AL;ALAGOAS
2945;SAO BRAS DO SUACUI;MG;MINAS GERAIS
847;SAO BRAZ DO PIAUI;PI;PIAUI
267;SAO CAETANO DE ODIVELAS;PA;PARA
3803;SAO CAETANO DO SUL;SP;SÃO PAULO
1610;SAO CAITANO;PE;PERNAMBUCO
4540;SAO CARLOS;SC;SANTA CATARINA
3804;SAO CARLOS;SP;SÃO PAULO
4241;SAO CARLOS DO IVAI;PR;PARANÁ
1812;SAO CRISTOVAO;SE;SERGIPE
4541;SAO CRISTOVAO DO SUL;SC;SANTA CATARINA
2171;SAO DESIDERIO;BA;BAHIA
1813;SAO DOMINGOS;SE;SERGIPE
5474;SAO DOMINGOS;GO;GOIÁS
2172;SAO DOMINGOS;BA;BAHIA
4542;SAO DOMINGOS;SC;SANTA CATARINA
2946;SAO DOMINGOS DAS DORES;MG;MINAS GERAIS
1418;SAO DOMINGOS DE POMBAL;PB;PARAIBA
268;SAO DOMINGOS DO ARAGUAIA;PA;PARA
623;SAO DOMINGOS DO AZEITAO;MA;MARANHÃO
269;SAO DOMINGOS DO CAPIM;PA;PARA
1417;SAO DOMINGOS DO CARIRI;PB;PARAIBA
624;SAO DOMINGOS DO MARANHAO;MA;MARANHÃO
3153;SAO DOMINGOS DO NORTE;ES;ESPÍRITO SANTO
2947;SAO DOMINGOS DO PRATA;MG;MINAS GERAIS
4951;SAO DOMINGOS DO SUL;RS;RIO GRANDE DO SUL
2175;SAO FELIPE;BA;BAHIA
45;SAO FELIPE D'OESTE;RO;RONDÔNIA
2173;SAO FELIX;BA;BAHIA
625;SAO FELIX DE BALSAS;MA;MARANHÃO
2948;SAO FELIX DE MINAS;MG;MINAS GERAIS
5247;SAO FELIX DO ARAGUAIA;MT;MATO GROSSO
2174;SAO FELIX DO CORIBE;BA;BAHIA
848;SAO FELIX DO PIAUI;PI;PIAUI
432;SAO FELIX DO TOCANTINS;TO;TOCANTIS
270;SAO FELIX DO XINGU;PA;PARA
1199;SAO FERNANDO;RN;RIO GRANDE DO NORTE
3237;SAO FIDELIS;RJ;RIO DE JANEIRO
3805;SAO FRANCISCO;SP;SÃO PAULO
1814;SAO FRANCISCO;SE;SERGIPE
1419;SAO FRANCISCO;PB;PARAIBA
2949;SAO FRANCISCO;MG;MINAS GERAIS
4952;SAO FRANCISCO DE ASSIS;RS;RIO GRANDE DO SUL
849;SAO FRANCISCO DE ASSIS DO;PI;PIAUI
5475;SAO FRANCISCO DE GOIAS;GO;GOIÁS
3236;SAO FRANCISCO DE ITABAPOA;RJ;RIO DE JANEIRO
2950;SAO FRANCISCO DE PAULA;MG;MINAS GERAIS
4953;SAO FRANCISCO DE PAULA;RS;RIO GRANDE DO SUL
2951;SAO FRANCISCO DE SALES;MG;MINAS GERAIS
626;SAO FRANCISCO DO BREJAO;MA;MARANHÃO
2176;SAO FRANCISCO DO CONDE;BA;BAHIA
2952;SAO FRANCISCO DO GLORIA;MG;MINAS GERAIS
46;SAO FRANCISCO DO GUAPORE;RO;RONDÔNIA
627;SAO FRANCISCO DO MARANHAO;MA;MARANHÃO
1200;SAO FRANCISCO DO OESTE;RN;RIO GRANDE DO NORTE
271;SAO FRANCISCO DO PARA;PA;PARA
850;SAO FRANCISCO DO PIAUI;PI;PIAUI
4543;SAO FRANCISCO DO SUL;SC;SANTA CATARINA
2177;SAO GABRIEL;BA;BAHIA
4954;SAO GABRIEL;RS;RIO GRANDE DO SUL
126;SAO GABRIEL DA CACHOEIRA;AM;AMAZONAS
3154;SAO GABRIEL DA PALHA;ES;ESPÍRITO SANTO
5129;SAO GABRIEL DO OESTE;MS;MATO GROSSO DO SUL
2953;SAO GERALDO;MG;MINAS GERAIS
2954;SAO GERALDO DA PIEDADE;MG;MINAS GERAIS
272;SAO GERALDO DO ARAGUAIA;PA;PARA
2955;SAO GERALDO DO BAIXIO;MG;MINAS GERAIS
3238;SAO GONCALO;RJ;RIO DE JANEIRO
2956;SAO GONCALO DO ABAETE;MG;MINAS GERAIS
1201;SAO GONCALO DO AMARANTE;RN;RIO GRANDE DO NORTE
1049;SAO GONCALO DO AMARANTE;CE;CEARA
851;SAO GONCALO DO GURGUEIA;PI;PIAUI
2957;SAO GONCALO DO PARA;MG;MINAS GERAIS
852;SAO GONCALO DO PIAUI;PI;PIAUI
2958;SAO GONCALO DO RIO ABAIXO;MG;MINAS GERAIS
2520;SAO GONCALO DO RIO PRETO;MG;MINAS GERAIS
2959;SAO GONCALO DO SAPUCAI;MG;MINAS GERAIS
2178;SAO GONCALO DOS CAMPOS;BA;BAHIA
2960;SAO GOTARDO;MG;MINAS GERAIS
4955;SAO JERONIMO;RS;RIO GRANDE DO SUL
4242;SAO JERONIMO DA SERRA;PR;PARANÁ
4243;SAO JOAO;PR;PARANÁ
1611;SAO JOAO;PE;PERNAMBUCO
4545;SAO JOAO BATISTA;SC;SANTA CATARINA
628;SAO JOAO BATISTA;MA;MARANHÃO
2961;SAO JOAO BATISTA DO GLORI;MG;MINAS GERAIS
5476;SAO JOAO D'ALIANCA;GO;GOIÁS
149;SAO JOAO DA BALIZA;RR;RORAIMA
3239;SAO JOAO DA BARRA;RJ;RIO DE JANEIRO
3806;SAO JOAO DA BOA VISTA;SP;SÃO PAULO
853;SAO JOAO DA CANABRAVA;PI;PIAUI
854;SAO JOAO DA FRONTEIRA;PI;PIAUI
2962;SAO JOAO DA LAGOA;MG;MINAS GERAIS
2963;SAO JOAO DA MATA;MG;MINAS GERAIS
5477;SAO JOAO DA PARAUNA;GO;GOIÁS
273;SAO JOAO DA PONTA;PA;PARA
2964;SAO JOAO DA PONTE;MG;MINAS GERAIS
855;SAO JOAO DA SERRA;PI;PIAUI
4956;SAO JOAO DA URTIGA;RS;RIO GRANDE DO SUL
856;SAO JOAO DA VARJOTA;PI;PIAUI
3807;SAO JOAO DAS DUAS PONTES;SP;SÃO PAULO
2965;SAO JOAO DAS MISSOES;MG;MINAS GERAIS
3808;SAO JOAO DE IRACEMA;SP;SÃO PAULO
3240;SAO JOAO DE MERITI;RJ;RIO DE JANEIRO
274;SAO JOAO DE PIRABAS;PA;PARA
2966;SAO JOAO DEL REI;MG;MINAS GERAIS
275;SAO JOAO DO ARAGUAIA;PA;PARA
857;SAO JOAO DO ARRAIAL;PI;PIAUI
4244;SAO JOAO DO CAIUA;PR;PARANÁ
1420;SAO JOAO DO CARIRI;PB;PARAIBA
629;SAO JOAO DO CARU;MA;MARANHÃO
4546;SAO JOAO DO ITAPERIU;SC;SANTA CATARINA
4245;SAO JOAO DO IVAI;PR;PARANÁ
1050;SAO JOAO DO JAGUARIBE;CE;CEARA
2967;SAO JOAO DO MANHUACU;MG;MINAS GERAIS
2968;SAO JOAO DO MANTENINHA;MG;MINAS GERAIS
4544;SAO JOAO DO OESTE;SC;SANTA CATARINA
2969;SAO JOAO DO ORIENTE;MG;MINAS GERAIS
2970;SAO JOAO DO PACUI;MG;MINAS GERAIS
2971;SAO JOAO DO PARAISO;MG;MINAS GERAIS
630;SAO JOAO DO PARAISO;MA;MARANHÃO
3809;SAO JOAO DO PAU D'ALHO;SP;SÃO PAULO
858;SAO JOAO DO PIAUI;PI;PIAUI
4957;SAO JOAO DO POLESINE;RS;RIO GRANDE DO SUL
1246;SAO JOAO DO RIO DO PEIXE;PB;PARAIBA
1202;SAO JOAO DO SABUGI;RN;RIO GRANDE DO NORTE
631;SAO JOAO DO SOTER;MA;MARANHÃO
4547;SAO JOAO DO SUL;SC;SANTA CATARINA
1421;SAO JOAO DO TIGRE;PB;PARAIBA
4246;SAO JOAO DO TRIUNFO;PR;PARANÁ
632;SAO JOAO DOS PATOS;MA;MARANHÃO
2972;SAO JOAO EVANGELISTA;MG;MINAS GERAIS
2973;SAO JOAO NEPOMUCENO;MG;MINAS GERAIS
4548;SAO JOAQUIM;SC;SANTA CATARINA
3810;SAO JOAQUIM DA BARRA;SP;SÃO PAULO
2974;SAO JOAQUIM DE BICAS;MG;MINAS GERAIS
1612;SAO JOAQUIM DO MONTE;PE;PERNAMBUCO
4958;SAO JORGE;RS;RIO GRANDE DO SUL
4247;SAO JORGE D'OESTE;PR;PARANÁ
4248;SAO JORGE DO IVAI;PR;PARANÁ
4249;SAO JORGE DO PATROCINIO;PR;PARANÁ
4549;SAO JOSE;SC;SANTA CATARINA
2975;SAO JOSE DA BARRA;MG;MINAS GERAIS
3811;SAO JOSE DA BELA VISTA;SP;SÃO PAULO
4250;SAO JOSE DA BOA VISTA;PR;PARANÁ
1613;SAO JOSE DA COROA GRANDE;PE;PERNAMBUCO
1422;SAO JOSE DA LAGOA TAPADA;PB;PARAIBA
1733;SAO JOSE DA LAJE;AL;ALAGOAS
2976;SAO JOSE DA LAPA;MG;MINAS GERAIS
2977;SAO JOSE DA SAFIRA;MG;MINAS GERAIS
1734;SAO JOSE DA TAPERA;AL;ALAGOAS
2978;SAO JOSE DA VARGINHA;MG;MINAS GERAIS
2179;SAO JOSE DA VITORIA;BA;BAHIA
4959;SAO JOSE DAS MISSOES;RS;RIO GRANDE DO SUL
4251;SAO JOSE DAS PALMEIRAS;PR;PARANÁ
1423;SAO JOSE DE CAIANA;PB;PARAIBA
1424;SAO JOSE DE ESPINHARAS;PB;PARAIBA
1203;SAO JOSE DE MIPIBU;RN;RIO GRANDE DO NORTE
1426;SAO JOSE DE PIRANHAS;PB;PARAIBA
1427;SAO JOSE DE PRINCESA;PB;PARAIBA
633;SAO JOSE DE RIBAMAR;MA;MARANHÃO
3241;SAO JOSE DE UBA;RJ;RIO DE JANEIRO
2979;SAO JOSE DO ALEGRE;MG;MINAS GERAIS
3812;SAO JOSE DO BARREIRO;SP;SÃO PAULO
1614;SAO JOSE DO BELMONTE;PE;PERNAMBUCO
1428;SAO JOSE DO BONFIM;PB;PARAIBA
1429;SAO JOSE DO BREJO DO CRUZ;PB;PARAIBA
3155;SAO JOSE DO CALCADO;ES;ESPÍRITO SANTO
1204;SAO JOSE DO CAMPESTRE;RN;RIO GRANDE DO NORTE
4550;SAO JOSE DO CEDRO;SC;SANTA CATARINA
4551;SAO JOSE DO CERRITO;SC;SANTA CATARINA
859;SAO JOSE DO DIVINO;PI;PIAUI
2980;SAO JOSE DO DIVINO;MG;MINAS GERAIS
1615;SAO JOSE DO EGITO;PE;PERNAMBUCO
2981;SAO JOSE DO GOIABAL;MG;MINAS GERAIS
4960;SAO JOSE DO HERVAL;RS;RIO GRANDE DO SUL
4961;SAO JOSE DO HORTENCIO;RS;RIO GRANDE DO SUL
4962;SAO JOSE DO INHACORA;RS;RIO GRANDE DO SUL
2180;SAO JOSE DO JACUIPE;BA;BAHIA
2982;SAO JOSE DO JACURI;MG;MINAS GERAIS
2983;SAO JOSE DO MANTIMENTO;MG;MINAS GERAIS
4963;SAO JOSE DO NORTE;RS;RIO GRANDE DO SUL
4964;SAO JOSE DO OURO;RS;RIO GRANDE DO SUL
860;SAO JOSE DO PEIXE;PI;PIAUI
861;SAO JOSE DO PIAUI;PI;PIAUI
5238;SAO JOSE DO POVO;MT;MATO GROSSO
5239;SAO JOSE DO RIO CLARO;MT;MATO GROSSO
3813;SAO JOSE DO RIO PARDO;SP;SÃO PAULO
3814;SAO JOSE DO RIO PRETO;SP;SÃO PAULO
1430;SAO JOSE DO SABUGI;PB;PARAIBA
1205;SAO JOSE DO SERIDO;RN;RIO GRANDE DO NORTE
3242;SAO JOSE DO VALE DO RIO P;RJ;RIO DE JANEIRO
5240;SAO JOSE DO XINGU;MT;MATO GROSSO
4965;SAO JOSE DOS AUSENTES;RS;RIO GRANDE DO SUL
634;SAO JOSE DOS BASILIOS;MA;MARANHÃO
3815;SAO JOSE DOS CAMPOS;SP;SÃO PAULO
1431;SAO JOSE DOS CORDEIROS;PB;PARAIBA
4252;SAO JOSE DOS PINHAIS;PR;PARANÁ
5231;SAO JOSE DOS QUATRO MARCO;MT;MATO GROSSO
1425;SAO JOSE DOS RAMOS;PB;PARAIBA
862;SAO JULIAO;PI;PIAUI
4966;SAO LEOPOLDO;RS;RIO GRANDE DO SUL
2984;SAO LOURENCO;MG;MINAS GERAIS
1616;SAO LOURENCO DA MATA;PE;PERNAMBUCO
3816;SAO LOURENCO DA SERRA;SP;SÃO PAULO
4552;SAO LOURENCO DO OESTE;SC;SANTA CATARINA
863;SAO LOURENCO DO PIAUI;PI;PIAUI
4967;SAO LOURENCO DO SUL;RS;RIO GRANDE DO SUL
4553;SAO LUDGERO;SC;SANTA CATARINA
635;SAO LUIS;MA;MARANHÃO
5478;SAO LUIS DE MONTES BELOS;GO;GOIÁS
1051;SAO LUIS DO CURU;CE;CEARA
3817;SAO LUIS DO PARAITINGA;SP;SÃO PAULO
864;SAO LUIS DO PIAUI;PI;PIAUI
1735;SAO LUIS DO QUITUNDE;AL;ALAGOAS
636;SAO LUIS GONZAGA DO MARAN;MA;MARANHÃO
150;SAO LUIZ;RR;RORAIMA
5479;SAO LUIZ DO NORTE;GO;GOIÁS
4968;SAO LUIZ GONZAGA;RS;RIO GRANDE DO SUL
1432;SAO MAMEDE;PB;PARAIBA
4253;SAO MANOEL DO PARANA;PR;PARANÁ
